gene,logFC,avg_expr,pvalue,padj,neg_log10_p,significant
SYNGR2,0.5964608,6.2650003,2.9552874309364655e-08,4.953549163487203e-08,7.52940027329407,False
IGLV9-49,-1.4610275,2.3724427,3.00898526100061e-08,5.0418653837141596e-08,7.52157993957191,True
ADCY6-DT,-0.4160564,1.4631824,3.053153272691719e-08,5.114159585748273e-08,7.515251392945567,False
IGKJ5,-1.2596521,3.5394282,3.065492662357608e-08,5.133108945675834e-08,7.513499719073989,True
ENSG00000270871,0.48335016,1.1858883,3.074203297123272e-08,5.1459713711470906e-08,7.512267415984152,False
ARAP3,0.463457,1.9253983,3.1215959892078513e-08,5.223554198808319e-08,7.505623305953791,False
PTPRS,-0.5568578,1.3206795,3.151084873480181e-08,5.271135619739346e-08,7.50153989908316,False
OAS3,0.73137,3.3706775,3.168125654071771e-08,5.297868986742092e-08,7.499197601770741,False
ZNF486,0.35834372,1.3342512,3.228023719803836e-08,5.396228217659372e-08,7.491063282703973,False
EPCAM-DT,-0.49871278,1.3454827,3.361427258272764e-08,5.617358386151009e-08,7.473476282497183,False
NEU1,0.4913931,4.426522,3.387593867131428e-08,5.65919456587275e-08,7.470108662047453,False
SORBS1,-1.4082193,2.9804509,3.403187341341119e-08,5.6833455934220424e-08,7.468114142860929,True
H3C10,-0.66653526,1.948106,3.4987647927066263e-08,5.8410096706287586e-08,7.456085252333633,False
COPS9,0.373343,4.2098703,3.547432934338724e-08,5.9202819331420635e-08,7.450085806306553,False
VWA1,0.6813264,3.8797662,3.552864294048202e-08,5.925804903643517e-08,7.449421380597243,False
MMP15,-0.5712285,5.334835,3.553112620224653e-08,5.925804903643517e-08,7.449391026800857,False
CTSA,-0.5837898,5.024653,3.616049530011234e-08,6.02875880295304e-08,7.441765629506617,False
KLHDC8B,-0.9028666,2.6751928,3.690106895371847e-08,6.150178158953078e-08,7.432961052974349,False
TUBB2A,-0.75098085,3.2115033,3.7418024416114404e-08,6.234259316246985e-08,7.42691914596026,False
RORC,-0.634799,2.2010558,3.854534642014532e-08,6.419944440397288e-08,7.414028046823042,False
SERPINB9,0.45303798,2.444862,3.880203867806113e-08,6.460545900443078e-08,7.411145455762169,False
MTERF1,-0.28521407,1.4508026,3.928866210881976e-08,6.53939116325229e-08,7.405732759904149,False
SMPDL3B,-0.6027138,3.3504,3.943145002329367e-08,6.560973381579646e-08,7.404157252205596,False
IGKJ1,-1.4800315,5.6776943,3.9578903310827547e-08,6.58331725063665e-08,7.4025362437995215,True
MIR3682,0.468791,1.2463902,4.0137100621535746e-08,6.673944233710633e-08,7.396454002788908,False
SYT13,-0.6148062,2.954623,4.0294759422374425e-08,6.697932084836175e-08,7.394751432815197,False
IGHJ6,-1.8413765,4.151487,4.046399882594049e-08,6.723828319365318e-08,7.392931200600688,True
NUDT4,0.33400965,3.1092262,4.1012983792399695e-08,6.812788005382009e-08,7.3870786336036325,False
BHLHA15,-0.7110703,1.4647424,4.1207786252605076e-08,6.842873838028076e-08,7.385020715834595,False
SNRPEP2,0.37156737,1.3562784,4.154802514200023e-08,6.897082526892468e-08,7.381449614246052,False
HOXD8,-0.41206992,1.4802446,4.315683652327098e-08,7.161771742992197e-08,7.36495039741915,False
BATF,0.59532726,2.1117542,4.348216873103544e-08,7.213365748346953e-08,7.3616888030302565,False
TBCA,0.4126768,4.3673515,4.549571384337731e-08,7.544894501389272e-08,7.3420295163506015,False
BMERB1,-0.8053448,1.8413516,4.7473219097727007e-08,7.870228630259783e-08,7.323551318334748,False
ELAPOR2,-0.38837045,1.1520746,4.7585853688664424e-08,7.886286657054097e-08,7.322522135053782,False
RPS3AP47,0.43752444,1.3408968,4.789793945118331e-08,7.935377642674504e-08,7.319683169345964,False
RBP1,0.47034693,1.8271434,4.8998407998104986e-08,8.115006293160812e-08,7.309818030356591,False
FAM171A1,-0.47009516,4.2472887,4.928940489992372e-08,8.160497499987371e-08,7.307246425307226,False
PDGFRB,0.7284181,3.296616,5.158341484763954e-08,8.537473493485525e-08,7.287489910736352,False
CD74,-0.7352319,7.915889,5.1878992762450906e-08,8.583552740312857e-08,7.2850084643912725,False
NID2,0.45961642,1.6202003,5.313431424430158e-08,8.788341753936748e-08,7.274624920088267,False
IRAG1,-1.0163194,2.2825592,5.3200511172278455e-08,8.796380815522232e-08,7.2740841948058295,True
NRARP,-0.7449155,5.1262484,5.341780116448328e-08,8.82938862222864e-08,7.272313992798835,False
LINC01637,-0.51329947,2.2976968,5.362115428575066e-08,8.860071759046704e-08,7.270663841331573,False
STUB1,0.28271604,3.7538877,5.4732345712434585e-08,9.040691396173536e-08,7.2617559385168065,False
VAV3,-0.72607994,3.7168894,5.660834858799991e-08,9.347481603038294e-08,7.247119514424365,False
SCPEP1,-0.48282504,3.3697472,5.7288988057917824e-08,9.456749431812119e-08,7.2419288489799865,False
PPP1R3C,-1.0571522,1.3569665,5.7376878527989013e-08,9.468131770295218e-08,7.241263082352559,True
HSPB7,-1.6278443,1.8938751,5.834468864019983e-08,9.624659953843588e-08,7.233998673453117,True
PKN3,0.4626683,2.063368,5.8777069863742435e-08,9.692788565920585e-08,7.230792068037591,False
RPL13AP5,0.6852064,4.8108263,6.144009759614599e-08,1.0128601647897461e-07,7.211548103109455,False
PREX1,-0.39525628,2.4411712,6.310826067156757e-08,1.040017479755563e-07,7.19991378926192,False
FLNC,-2.029147,3.1139216,6.464172277991619e-08,1.0649377723215186e-07,7.189487077607218,True
ABCG1,-0.6349771,3.116837,6.481144498076381e-08,1.067382163714819e-07,7.18834829577912,False
ENSG00000235681,0.4512335,1.0165911,6.541268034906123e-08,1.076929212200547e-07,7.1843380548589035,False
HMGB1P5,-0.6540947,3.2038126,6.555039514030797e-08,1.0788412630070435e-07,7.183424686022134,False
XPNPEP2,-1.4574957,2.4437964,6.625889090094513e-08,1.0901429894857705e-07,7.178755837992706,True
IGFBP7,0.70655537,6.2042413,6.723235779668883e-08,1.1057953584981715e-07,7.172421658042673,False
SNORD11,0.3558864,0.45330724,6.756387359372686e-08,1.1108824990747593e-07,7.170285459276351,False
RAB27B,-0.43924522,1.5953308,6.969966352668436e-08,1.145622345934983e-07,7.156769318442263,False
ENSG00000255142,0.44891483,0.91969883,7.073874083787217e-08,1.1623191067675349e-07,7.150342674971237,False
MICB,0.5020716,1.5613798,7.097112482251353e-08,1.1657543499098807e-07,7.1489183115762485,False
RFLNB,-0.39386272,2.4125636,7.20487580865269e-08,1.183066635246747e-07,7.142373500773889,False
GBP2,-0.7202754,3.6550896,7.715807554837832e-08,1.2665475303410755e-07,7.112618612924767,False
C4BPB,0.7221838,1.4563859,7.948548564216556e-08,1.3043236895662217e-07,7.099712167959921,False
GPSM3,-0.5480473,3.5255241,8.013274289835502e-08,1.3145134989887634e-07,7.096189991350662,False
ZNF385A,-0.46646476,2.5484452,8.016293473312262e-08,1.3145774800446476e-07,7.096026391837726,False
ISG20,-0.6338936,2.2787862,8.12090131257424e-08,1.331295297143318e-07,7.090395767143726,False
RNF186,-0.8646264,3.6680634,8.39792958300151e-08,1.3762585353984775e-07,7.075827771260605,False
KLF2,-0.64844227,3.1490824,8.41957333794299e-08,1.3793534302003587e-07,7.074709915824802,False
C3AR1,-0.56102717,2.0075464,8.451440458676457e-08,1.384120612295522e-07,7.073069263838528,False
SLAMF6,-0.53397787,1.4840646,8.490591572468869e-08,1.390077205708721e-07,7.071062049719713,False
TAGLN,-1.9167686,5.1300583,8.581973271195097e-08,1.4045782767913414e-07,7.066412842424013,True
TGFBR3,-0.77450156,2.0253105,8.65186528539387e-08,1.4155538752280546e-07,7.062890251399562,False
SYTL5,-0.57236314,1.444718,8.682159101367939e-08,1.420045649553147e-07,7.06137225993788,False
EPHA2,0.919909,4.3244076,8.817618738992101e-08,1.4417296826344182e-07,7.054648683365395,False
PLEKHO1,-0.96369815,2.6144805,8.895275533878781e-08,1.4539515419873782e-07,7.050840594967373,False
SFN,-0.69967365,7.270572,9.001083639936502e-08,1.4707653006432194e-07,7.045705202725701,False
TYROBP,-0.74431515,5.059901,9.082835152908162e-08,1.4836385418013984e-07,7.041778567880539,False
FADD,0.41372728,1.9935431,9.261851802883942e-08,1.5123859900202388e-07,7.033302172349321,False
BCAM,-0.5589149,2.9420033,9.377986552444566e-08,1.5308499106177874e-07,7.027890394352907,False
TRNP1,0.6604003,1.7062519,9.560534326837977e-08,1.560139413648495e-07,7.019517834846023,False
IFIT2,-0.61848235,1.9446727,9.950613795308717e-08,1.623264893198812e-07,7.002150129335288,False
TRBD1,-1.1015793,2.118951,1.0192751439476045e-07,1.6622230005668699e-07,6.991708566367826,True
ZC3H12A,0.726177,3.6224756,1.0506172176418964e-07,1.71277668347228e-07,6.97855548620415,False
CHURC1,-0.3831799,2.9224243,1.062937290333469e-07,1.7322967573883133e-07,6.973492356610749,False
TRBC2,-0.75811386,4.081351,1.0976907880277136e-07,1.7883525383312373e-07,6.959519980437547,False
CSAD,0.36200845,1.4310608,1.1043720475268605e-07,1.7986515432033558e-07,6.9568845942081365,False
RBM6,0.36562777,3.1169672,1.1106143249416679e-07,1.8082291190844477e-07,6.954436729203991,False
SH3D21,0.40902555,1.2716627,1.1204475907760668e-07,1.8236451672787547e-07,6.950608452889806,False
RPS2P46,0.9805448,3.2382202,1.14063139608744e-07,1.8558922813007484e-07,6.942854678551481,False
MRPL13,0.43646693,3.5844588,1.1423002089793831e-07,1.8580029423867648e-07,6.942219743752924,False
ATP2B4,-1.2965605,3.351264,1.1447200142105632e-07,1.86133335643994e-07,6.941300723937806,True
MGST1,-0.5488496,4.25543,1.2269753862669336e-07,1.994433332683572e-07,6.911164149347705,False
KCNK6,-0.36532283,3.1434999,1.2361346236508252e-07,2.008668546718923e-07,6.907934228984357,False
FGFR1,-0.72077703,1.874443,1.261103591777909e-07,2.0485763349218794e-07,6.899249237384358,False
CHCHD2P2,0.47237897,2.4181433,1.2905618296054903e-07,2.0957483429774122e-07,6.889221183980833,False
MIR4653,0.6028954,2.0333548,1.2916894836579592e-07,2.0968985124317523e-07,6.888841876234063,False
PODN,-0.8250859,2.231554,1.3094049158607328e-07,2.124967406460131e-07,6.882926032951839,False
CSTB,0.44025278,5.6683207,1.3287746604635883e-07,2.155701915093427e-07,6.876548662409286,False
EEF1B2,0.5076914,7.859175,1.3310103333343524e-07,2.158628500380072e-07,6.875818572855401,False
ZBTB4,-0.54311895,3.5225863,1.3576304693922044e-07,2.2010870126332756e-07,6.867218423680651,False
ALS2CL,0.48683918,2.209037,1.3680310721389107e-07,2.217230262785917e-07,6.863904038357702,False
MIR4539,-1.0691304,1.2734729,1.3782221193793065e-07,2.2330235245938213e-07,6.860680784281083,True
ANKRD22,0.8101933,3.3004704,1.3954768558384024e-07,2.2602475799131882e-07,6.8552773619449825,False
YBX1P10,-0.34791923,2.4716454,1.4200790237979313e-07,2.2993507509681532e-07,6.8476874875574625,False
CPD,0.33418322,3.4595587,1.4273607383537236e-07,2.3103929076622264e-07,6.845466253320182,False
SATB1,-0.4340465,1.8853432,1.4436896713483277e-07,2.3360674293662262e-07,6.840526150606512,False
VMP1,0.47740984,4.6332283,1.4462862364238608e-07,2.3395118673954395e-07,6.839745746739052,False
IKZF3,-0.56410694,1.2150738,1.4552714932156975e-07,2.353285079585539e-07,6.8370559778076965,False
KRT8,-0.59627914,8.937919,1.4728321927540086e-07,2.3809120477756363e-07,6.831846731713015,False
IGHV1-3,-2.2575557,4.6809015,1.491206016778012e-07,2.409835191948953e-07,6.826462352677716,True
MIR4728,0.3531413,0.44855696,1.5052827625868133e-07,2.431797677846225e-07,6.822381911567537,False
APOBEC3C,-0.64555097,3.8209085,1.510635036774693e-07,2.439656067142592e-07,6.8208404467529435,False
MTMR11,-0.5430751,4.3518677,1.5175907511200323e-07,2.4500980805941755e-07,6.818845328897051,False
RPP25,0.509084,3.9847798,1.5189706515034543e-07,2.451534298746698e-07,6.818450617192668,False
ABCC3,-0.7355523,4.4529457,1.5867093783529724e-07,2.560034492341033e-07,6.799502611326893,False
NR1D1,0.7145586,2.8388193,1.6021574087265852e-07,2.5841248527848147e-07,6.79529481760069,False
SNORD14A,0.7036203,2.2397146,1.6077985171421305e-07,2.5923871608225255e-07,6.793768376219345,False
PSTPIP2,0.43285763,1.8418608,1.6367489783639303e-07,2.638215632437025e-07,6.786017921486489,False
FKBP5,-0.7599733,2.859744,1.6685056417179617e-07,2.688536322458849e-07,6.777672320526817,False
COMMD6,0.3507614,4.644513,1.6771766757909247e-07,2.7016376865188867e-07,6.775421185885528,False
IL1B,1.0017486,2.1755881,1.6865203932093592e-07,2.7158138376962307e-07,6.77300840300443,True
MT-RNR1,-0.7305889,10.089986,1.7519880732946264e-07,2.820328514640416e-07,6.756468854629103,False
SHF,0.41642237,1.4019557,1.759197675169888e-07,2.831022972593962e-07,6.754685357579483,False
FUT6,-0.47597718,3.4535942,1.7614703293931733e-07,2.833768226179494e-07,6.75412466777615,False
BLVRB,-0.34264946,5.342273,1.7744542003101443e-07,2.853737858330885e-07,6.750935205563652,False
RPL13AP20,-0.47912693,2.4227717,1.78556133487406e-07,2.870677387257331e-07,6.74822522699467,False
TPT1,0.41545248,7.891433,1.8745274983274199e-07,3.012741077350402e-07,6.727108184325244,False
ERAP1,-0.44925094,3.7574883,1.8767570502600516e-07,3.0153551578728337e-07,6.726591943979875,False
ABO,-0.9183023,3.8653135,1.9406216145140203e-07,3.116963723922294e-07,6.712059135785406,False
DMTN,-0.35441804,3.6708398,1.946838600360209e-07,3.1259450872835724e-07,6.7106700514991875,False
ENSG00000277977,-0.5058382,0.8340715,1.9807665406711711e-07,3.17940054682371e-07,6.703166708748733,False
NRP1,-0.41517794,2.1645582,1.9847533996315086e-07,3.184777598895232e-07,6.702293445491429,False
CCDC170,0.42676795,0.95284265,2.006275118286332e-07,3.218278983455778e-07,6.697609512910312,False
NEDD4,0.40190792,1.4766783,2.015234139034786e-07,3.231613436553538e-07,6.695674488290392,False
TSC22D3,-0.9827509,3.823649,2.0415371784255367e-07,3.272743152333339e-07,6.690042706733864,False
CARD16,-0.61562204,2.6944027,2.0897178772091278e-07,3.3489068545018075e-07,6.679912341947145,False
SORBS2,-0.93174446,1.6695013,2.1265968748192964e-07,3.406915852001436e-07,6.672314828684185,False
AMOTL1,-0.96282315,1.66689,2.1337049312533912e-07,3.417208410079101e-07,6.670865639076822,False
LGMN,-0.45674324,5.368504,2.1556692032108903e-07,3.4512795440456137e-07,6.66641788274432,False
IFI44,0.65414345,2.2552032,2.2801803463168447e-07,3.649456380148599e-07,6.642030801985187,False
FUT3,-0.6303463,5.530686,2.3272636890512776e-07,3.723621902482044e-07,6.633154406480382,False
HLA-E,-0.5003681,8.171171,2.349140067147723e-07,3.7574217324819627e-07,6.629091087702678,False
CDX1,-0.57038975,7.033954,2.4426396047694293e-07,3.9057237044602325e-07,6.612140605562766,False
CIMAP1B,0.51685107,1.9493458,2.4517516787415713e-07,3.919040407195607e-07,6.61052351866158,False
KLF7,0.50903034,1.5108637,2.6407020316131457e-07,4.2197220064128245e-07,6.578280600431395,False
OR2I1,1.064953,1.7756836,2.6832822649864103e-07,4.2863933945469813e-07,6.571333639784957,True
ZNF618,0.27708954,1.0479947,2.7244653353738433e-07,4.350791017843889e-07,6.564718713453258,False
LINC01559,-1.1679957,3.5320735,2.7584047075062405e-07,4.403583504958877e-07,6.559342014685776,True
SPAG4,0.509024,1.6515632,2.800770847070432e-07,4.469790691143364e-07,6.552722422745143,False
PACSIN3,1.0073941,2.3015738,2.827811965477836e-07,4.5100669305866607e-07,6.548549472198469,True
COPE,0.32958937,5.1227217,2.8272612411875943e-07,4.5100669305866607e-07,6.5486340605008015,False
ICAM1,0.55425596,3.0685704,2.8289312652747275e-07,4.5104133693793485e-07,6.548377604495835,False
ALDH1A3,0.33832723,1.0796096,2.8321758625504527e-07,4.5141470553880344e-07,6.547879782845293,False
CSF3,0.58202857,0.6596569,2.8454773546340334e-07,4.533902732049129e-07,6.545844866318744,False
LPIN3,0.46735048,2.7805054,2.873048208753906e-07,4.5763749741221826e-07,6.541657086635918,False
RPS2P5,1.0112743,6.036023,2.8919471154692266e-07,4.602101843605476e-07,6.538809653172075,True
SSC5D,-0.8521607,1.6595994,2.8902485690213526e-07,4.602101843605476e-07,6.5390648051631315,False
COL9A2,0.5455011,1.8556595,2.891960798521681e-07,4.602101843605476e-07,6.538807598341927,False
RPL17P7,-0.38216984,1.2431107,2.934415838620717e-07,4.668176644321853e-07,6.532478341882819,False
FGFBP1,-1.0210457,3.2679605,3.0659952352420537e-07,4.875946620932019e-07,6.513428524403265,True
KRT8P45,-0.74616885,1.7723507,3.0852767743559814e-07,4.905050515669287e-07,6.51070587014489,False
SERPINF1,-0.59780216,4.352687,3.1096632014892123e-07,4.942249207706949e-07,6.507286645589074,False
KCNS3,-0.81134343,2.1861076,3.162843321941057e-07,5.025172103497072e-07,6.499922321236907,False
PSME2P1,0.4561411,1.2677197,3.196130857031426e-07,5.076446723366306e-07,6.495375447967788,False
CRYL1,-0.584002,4.7002153,3.2245769943351264e-07,5.120001578810934e-07,6.491527248803962,False
CDC42BPG,-0.6285589,3.021441,3.26836499492239e-07,5.187880944321254e-07,6.485669449560282,False
SPINK5,-0.8927962,1.3351712,3.335530140611641e-07,5.292812028898193e-07,6.476835130609607,False
HES2,-0.541419,2.1682534,3.417926412330863e-07,5.421837583012155e-07,6.466237291838417,False
SIGLEC10,-0.45974588,1.3642066,3.513646075808178e-07,5.571909412953026e-07,6.454241986456151,False
PSENEN,0.3070848,3.4426494,3.5324800013922285e-07,5.600000002207083e-07,6.451920288165769,False
STXBP6,0.3110267,1.7740016,3.5391852198973255e-07,5.608851378601149e-07,6.4510967083784685,False
ENSG00000273014,0.35710084,2.04835,3.6805248388043963e-07,5.830996259195812e-07,6.434090246993804,False
METTL27,0.71756506,2.1233778,3.72389525135646e-07,5.897838535566139e-07,6.429002543694369,False
IGLV1-41,-1.41362,1.7025428,3.78317829319013e-07,5.989832636463157e-07,6.422143190844711,True
HLA-DRA,-0.8440118,8.36389,3.794795897580644e-07,6.006324624217544e-07,6.420811577591475,False
TIMP2,-0.66265774,4.939173,3.8148133937110465e-07,6.036097141947858e-07,6.418526701238245,False
BEND3P1,0.32431576,0.56272894,3.8334116767135534e-07,6.063605942286544e-07,6.416414538605169,False
HERC2P2,0.4606557,1.2805632,3.8436327963851087e-07,6.077850721671582e-07,6.415258109588607,False
PLEK,-0.66766214,2.7371328,3.915250782347719e-07,6.18914129362586e-07,6.40724041498494,False
ENSG00000286750,-0.50687957,1.3062868,3.918850829042308e-07,6.19287425575586e-07,6.406841267615741,False
TPM1,-1.0143418,4.885128,3.9247258340581933e-07,6.200198789981348e-07,6.4061906759669816,True
ADGRL1,0.33436823,2.543685,3.947512791721829e-07,6.234227403224619e-07,6.403676454007393,False
RASL12,-0.957479,2.1359615,4.0627564170657056e-07,6.414203373959119e-07,6.391179215058627,False
ERN2,-0.6704643,4.266429,4.123296000738356e-07,6.507727273892607e-07,6.384755487203733,False
GAPDHP1,0.91761196,2.3013685,4.140142135738928e-07,6.532253290847157e-07,6.382984748804831,False
MSMO1,0.6286378,4.6966496,4.1637735353388445e-07,6.567466144067578e-07,6.380512899485059,False
SNHG19,0.4677353,4.6672726,4.199141648579625e-07,6.621163116650307e-07,6.376839475169415,False
ENSG00000268903,0.4080493,0.8393153,4.235171301608059e-07,6.675869012623044e-07,6.373129018901503,False
INTS10,0.3310809,3.301468,4.489371820469227e-07,7.074333155482551e-07,6.3478144238051195,False
CD3D,-0.7686081,3.123358,4.594933196781282e-07,7.238395079995718e-07,6.337720798201735,False
LINC01843,-0.540504,2.8640347,4.716355290787413e-07,7.42733116659435e-07,6.326393486228256,False
CCND2,0.48482728,4.1690397,4.73790461491026e-07,7.458917844632022e-07,6.324413686887867,False
RAB32,-0.46039772,5.2012153,4.822711572594543e-07,7.58879630391734e-07,6.316708710745808,False
ENSG00000266651,0.40187204,1.4242911,4.823438930769861e-07,7.58879630391734e-07,6.316643215677615,False
